Typologie,Régime de vitesse,Voie,Arrondissement,Bois,Longueur du tronçon en m,latitude,longitude
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue de Mézières,6.0,Non,127.63800771,48.85025727403504,2.330875067674725
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Jean Maridor,15.0,Non,282.57091739,48.838998767369105,2.2862420432778983
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Frédéric Mistral,15.0,Non,49.26923153,48.83902961978772,2.285668704750738
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Edmont Flamand,13.0,Non,68.62102347,48.83693502333865,2.3715609685175605
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue du Chevaleret,13.0,Non,135.89065318,48.82908925001309,2.376115685744685
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Leredde,13.0,Non,170.88796197,48.82855442364665,2.374105264643753
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Champollion,5.0,Non,158.56233453,48.84941978351098,2.3427080064536687
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Rue du Sommenard,5.0,Non,77.8502921,48.85041026441918,2.343347622422959
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE D OUESSANT,15.0,Non,43.2425903,48.85022313433083,2.296971342702908
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Barthélemy,15.0,Non,131.14500106,48.84599066937289,2.3102271396403595
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Léonidas,14.0,Non,172.22346332,48.83092693179009,2.322555446370146
Couloirs de bus ouverts aux vélos,VOIE 50,Avenue Stéphane Mallarmé,17.0,Non,60.61120344,48.886013591178134,2.291908118131797
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,Rue de Monceau,8.0,Non,552.36533895,48.87899613892235,2.3134154970275853
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Norvins,18.0,Non,114.14365701,48.88684722355329,2.340424187702616
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Rue Charras,9.0,Non,66.47038749,48.87389092905142,2.32974368143719
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Place de Brazzaville,15.0,Non,32.1615494,48.850591202457146,2.2869809985942102
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue du Capitaine Scott,15.0,Non,105.98963865,48.854253580464295,2.2940039530920675
Bandes cyclables,ZONE 30,Rue de Babylone,7.0,Non,58.0251232,48.85178979580117,2.3150000758980416
Pistes cyclables,VOIE 50,Rue Lecourbe,15.0,Non,85.61104927,48.83584536078003,2.281430718113541
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Corneille,6.0,Non,65.46987342,48.84948850468138,2.3390205886891393
Pistes cyclables,VOIE 50,Souterrain Concorde,8.0,Non,330.55112201,48.86459705384265,2.3199350233957508
Pistes cyclables,ZONE 30,Rue Didot,14.0,Non,5.33200981,48.826710884902184,2.313532259932976
Bandes cyclables,ZONE 30,Place Henri Mondor,6.0,Non,36.93389799,48.85196109008108,2.3400129827605056
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Racine,6.0,Non,262.75726642,48.8500540303969,2.340815865920792
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Emile Desvaux,19.0,Non,95.80603457,48.877849846283155,2.398467770927616
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Emile Desvaux,19.0,Non,90.67080123,48.87702854105349,2.39872292753733
Bandes cyclables,VOIE 50,Avenue de Clichy,17.0,Non,32.30129629,48.89395900190697,2.314244135394845
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Paul de Kock,19.0,Non,22.31369457,48.87687425058361,2.399269359928019
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Auguste Maquet,16.0,Non,125.90191166,48.839482227926794,2.2660146874009452
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Le Marois,16.0,Non,150.24883183,48.83834351039319,2.2604782557814334
Couloirs de bus ouverts aux vélos,VOIE 50,RUE MONTMARTRE,2.0,Non,51.5081928,48.87053663695772,2.342794195476558
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE DE LA JUSSIENNE,2.0,Non,77.29298618,48.86537749657412,2.3443583982718392
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE CARDINALE,6.0,Non,16.87792416,48.85443681925544,2.336021190724674
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE BOURBON LE CHATEAU,6.0,Non,50.25823194,48.85388073820954,2.336206779428219
Pistes cyclables,VOIE 50,QUAI D IVRY,13.0,Non,40.90554895,48.82533715823014,2.3884266378233248
Pistes cyclables,VOIE 50,QUAI D IVRY,13.0,Non,6.51253763,48.82516818287421,2.3885606073447763
Pistes cyclables,ZONE 30,AVENUE CLAUDE REGAUD,13.0,Non,132.76481081,48.822174668290316,2.3729610159951564
Bandes cyclables,VOIE 50,BOULEVARD DE BONNE NOUVELLE,2.0,Non,146.19950021,48.86986622246736,2.3515611726484478
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE DES PETITS CARREAUX,2.0,Non,107.33380033,48.866831439166006,2.3472177411560406
Pistes cyclables,ZONE 30,AVENUE CLAUDE REGAUD,13.0,Non,3.78735264,48.82148466144642,2.37230181519452
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU MOULIN JOLY,11.0,Non,153.01606202,48.86903693266583,2.378978284507542
Bandes cyclables,ZONE 30,RUE LARREY,5.0,Non,71.25535542,48.84171000015436,2.3538013299769847
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,14.69400951,48.83594853300987,2.4056658035788097
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,QUAI DE LA GARONNE,19.0,Non,155.26643375,48.890019071359276,2.3873335548414656
Pistes cyclables,VOIE 50,QUAI DE JEMMAPES,10.0,Non,46.73265809,48.870255443333534,2.366557239865669
Couloirs de bus ouverts aux vélos,ZONE 30,RUE RICHARD LENOIR,11.0,Non,43.56485917,48.85712507840093,2.3807799366185254
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE LEON BLUM,11.0,Non,76.98993974,48.85789534349135,2.379473745080926
Bandes cyclables,ZONE 30,RUE DE LA FONTAINE AU ROI,11.0,Non,55.40303978,48.868097376618316,2.3730139762818823
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,RUE LEON FROT,11.0,Non,643.8508538,48.855627070638114,2.3864474152171433
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JACQUES LOUVEL-TESSIER,10.0,Non,135.6644206,48.87151787169285,2.3711118112079825
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE CHATEAUDUN,9.0,Non,26.54393264,48.876006694023125,2.3387507681306534
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE CHATEAUDUN,9.0,Non,111.98817799,48.87615554808982,2.336239523988087
Couloirs de bus ouverts aux vélos,ZONE 30,Rue de la Chaussée d'Antin,9.0,Non,16.82880847,48.87429338412786,2.332675939878696
Bandes cyclables,ZONE 30,RUE DE QUATREFAGES,5.0,Non,55.26545087,48.84247799874817,2.3544275065364633
Bandes cyclables,ZONE 30,RUE DE QUATREFAGES,5.0,Non,29.75167812,48.84327188282862,2.354256681641087
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES PETITES ECURIES,10.0,Non,22.53272903,48.87337271261201,2.352645255849981
Bandes cyclables,VOIE 50,RUE DE LANCRY,10.0,Non,138.03074426,48.86922782480229,2.360260782781978
Bandes cyclables,VOIE 50,RUE DE LOURMEL,15.0,Non,17.15087849,48.84811049114684,2.2901598944630166
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU MOULIN DES PRES,13.0,Non,104.32867977,48.823920765167244,2.3549036887695656
Pistes cyclables,VOIE 50,BOULEVARD DE MAGENTA,10.0,Non,8.18089254,48.87596230674225,2.3561931386864226
Bandes cyclables,VOIE 50,BOULEVARD DE GRENELLE,15.0,Non,6.89871603,48.848559630391144,2.2989900433892267
Pistes cyclables,VOIE 50,BOULEVARD GARIBALDI,15.0,Non,12.93658487,48.84673544191409,2.3050592298111328
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE DE LA REPUBLIQUE,10.0,Non,121.00914156,48.86808271265123,2.363731131866635
Pistes cyclables,VOIE 50,BOULEVARD DE BONNE NOUVELLE,2.0,Non,16.98937565,48.86974115215024,2.3523023747434237
Pistes cyclables,VOIE 30,RUE D AUBERVILLIERS,18.0,Non,32.16799383,48.88988278922259,2.3681444945281025
Pistes cyclables,VOIE 50,AVENUE DE L HIPPODROME,16.0,Bois de Boulogne,399.3296765,48.85811924515404,2.2476292269662177
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE SAINT-SAUVEUR,2.0,Non,263.66448166,48.86600989811171,2.34890135505732
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE GRENETA,2.0,Non,72.51326221,48.86517323578824,2.350864918366355
Bandes cyclables,ZONE 30,RUE DE CLERY,2.0,Non,132.27978277,48.86922980147199,2.350417135330139
Pistes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,25.79173282,48.84595565897777,2.374149934086181
Pistes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,15.24177055,48.84571985455116,2.3724078798156634
Pistes cyclables,VOIE 50,AVENUE LEDRU-ROLLIN,12.0,Non,40.20012947,48.84804245861195,2.371385337502964
Pistes cyclables,VOIE 50,CARREFOUR DES CASCADES,16.0,Bois de Boulogne,18.21918248,48.85841970281801,2.258790539180235
Couloirs de bus ouverts aux vélos,ZONE 30,RUE REAUMUR,2.0,Non,48.59094377,48.86766580832945,2.3457388076797363
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE L OPERA,2.0,Non,32.44198696,48.868818340184866,2.3329772587485773
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE MONTPENSIER,1.0,Non,297.79081949,48.8650696258743,2.3369151697540262
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE VALOIS,1.0,Non,81.02419879,48.865625899009224,2.3390923132193415
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DES PETITS CHAMPS,2.0,Non,82.08911344,48.86715964374007,2.3352597851023393
Pistes cyclables,VOIE 50,BOULEVARD DES BATIGNOLLES,8.0,Non,6.67285922,48.88264633684687,2.32332623260183
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,14.23553842,48.8472477236303,2.3752848532977424
Couloirs de bus ouverts aux vélos,VOIE 50,RUE LAFAYETTE,10.0,Non,29.8202702,48.878384167751406,2.3536930584067273
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DE MAGENTA,10.0,Non,7.0348882,48.883700737882066,2.3496240083015234
Bandes cyclables,ZONE DE RENCONTRE,RUE SERPENTE,6.0,Non,53.14325951,48.85222919750095,2.342215239392276
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE TOURNEFORT,5.0,Non,165.34364924,48.843630477655886,2.348102712891433
Bandes cyclables,VOIE 50,QUAI DE JEMMAPES,10.0,Non,35.6811431,48.877313806086825,2.36585375453481
Bandes cyclables,ZONE 30,RUE DIEU,10.0,Non,138.74780761,48.87032034798882,2.3646023790225446
Pistes cyclables,VOIE 50,BOULEVARD DE MAGENTA,10.0,Non,15.41451845,48.870563331174345,2.3613399366587817
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SERVANDONI,6.0,Non,8.46447081,48.85067114034296,2.3348471252301777
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD HAUSSMANN,8.0,Non,20.70571072,48.874136626401196,2.3246184971014943
Couloirs de bus ouverts aux vélos,VOIE 50,RUE REAUMUR,2.0,Non,17.00521634,48.86650400063371,2.3511149228605244
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DE SEBASTOPOL,3.0,Non,80.39294956,48.86576601300023,2.3523379257106742
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LACEPEDE,5.0,Non,8.05508359,48.8439599011207,2.351438591702124
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU POT DE FER,5.0,Non,60.11586636,48.84271808495151,2.3477416075306863
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JARRY,10.0,Non,106.66921332,48.87400710904079,2.3559774647078333
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SERVANDONI,6.0,Non,4.79707998,48.85013326218996,2.334758619182689
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE RENNES,6.0,Non,115.76078277,48.85309998299388,2.332599224733662
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE CHAUCHAT,9.0,Non,62.43976556,48.87441182258554,2.3397549391013444
Bandes cyclables,ZONE 30,BOULEVARD MASSENA,13.0,Non,48.45870891,48.82313018723271,2.373639260796111
Bandes cyclables,VOIE 50,RUE DE ROME,17.0,Non,17.55072185,48.885658887474094,2.3167925443426993
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE CAVE,18.0,Non,80.03054669,48.886737464657806,2.354196825659648
Pistes cyclables,VOIE 50,BOULEVARD GARIBALDI,15.0,Non,5.43881766,48.847362756067476,2.304050939421416
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES JEUNEURS,2.0,Non,204.80265138,48.869099763110064,2.3463851784104546
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE BERGERE,9.0,Non,212.30590672,48.87247166584714,2.3445593507370255
Pistes cyclables,VOIE 50,BOULEVARD DE LA VILLETTE,10.0,Non,13.14954732,48.87262536674709,2.376088838062845
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE CAVE,18.0,Non,5.56260382,48.88660443119301,2.352801127714367
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE AFFRE,18.0,Non,103.92676388,48.885516217324664,2.355733977494704
Bandes cyclables,ZONE 30,RUE DE L AQUEDUC,10.0,Non,159.34507111,48.88028572380137,2.3594942474895775
Pistes cyclables,ZONE 30,RUE PHILIPPE DE GIRARD,10.0,Non,5.7943,48.88416352571498,2.361574470570522
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE GRENELLE,7.0,Non,12.8737145,48.85794488776291,2.3078394557018185
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE BEAUNE,7.0,Non,58.97485931,48.85823306627887,2.329468673951599
Pistes cyclables,VOIE 50,Souterrain Etoile,8.0,Non,579.09386488,48.874003099710045,2.2951350297595328
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD RASPAIL,6.0,Non,26.62596685,48.845591802794054,2.3286716089819377
Couloirs de bus ouverts aux vélos,VOIE 50,RUE CAMBRONNE,15.0,Non,87.85426313,48.843245108707556,2.3024469710802125
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE LA CONVENTION,15.0,Non,47.80566978,48.84324065239308,2.28310703862405
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE LA MOTTE PICQUET,7.0,Non,243.10517778,48.855318643147,2.307167609465407
Pistes cyclables,VOIE 50,BOULEVARD PASTEUR,15.0,Non,30.01444969,48.84072175407386,2.3142748989515773
Pistes cyclables,VOIE 50,BOULEVARD DE L AMIRAL BRUIX,16.0,Non,13.32134285,48.872338456540824,2.2760100321928918
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Jean Bouton,12.0,Non,116.26854514,48.84571132692634,2.376508344347238
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE KLEBER,16.0,Non,93.3614521,48.871781704240576,2.2936534472106884
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DU MAINE,14.0,Non,34.77544377,48.83676774466792,2.3231494956933085
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DE L AMIRAL BRUIX,16.0,Non,166.22140106,48.87626977346718,2.2822193553385324
Pistes cyclables,VOIE 50,AVENUE DE LA GRANDE ARMEE,16.0,Non,2.01714316,48.87722733386448,2.2841167258670003
Pistes cyclables,VOIE 50,BOULEVARD DE L AMIRAL BRUIX,16.0,Non,28.38413307,48.87522386695434,2.2791308245215753
Pistes cyclables,VOIE 50,AVENUE INGRES,16.0,Non,4.44610174,48.85844202723414,2.270312341435244
Bandes cyclables,VOIE 50,PONT D IENA,7.0,Non,122.37564391,48.85958448862893,2.292636961723648
Bandes cyclables,VOIE 50,AVENUE HENRI MARTIN,16.0,Non,17.30781698,48.86409125233628,2.272653693698253
Pistes cyclables,VOIE 50,AVENUE HENRI MARTIN,16.0,Non,13.75277392,48.8642461629598,2.275011647340083
Pistes cyclables,VOIE 50,AVENUE HENRI MARTIN,16.0,Non,13.35504312,48.86409470735572,2.2774464226117885
Bandes cyclables,VOIE 50,AVENUE DE SAINT CLOUD,16.0,Bois de Boulogne,24.14058221,48.862560301832076,2.2653160184651675
Pistes cyclables,VOIE 50,AVENUE DE SAINT CLOUD,16.0,Bois de Boulogne,11.43774157,48.86245399268997,2.2641806390267667
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE MOZART,16.0,Non,49.48223035,48.85660634455286,2.2719810774588494
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DU GENERAL SARRAIL,16.0,Non,251.56858536,48.84664619415788,2.2565119112107723
Pistes cyclables,VOIE 50,PLACE DE COLOMBIE,16.0,Non,25.43820807,48.862797740759596,2.267149176484354
Bandes cyclables,VOIE 50,AVENUE DE SAINT CLOUD,16.0,Non,13.11630395,48.86266266812032,2.266432212871075
Bandes cyclables,ZONE 30,RUE DES SABLONS,16.0,Non,132.22782407,48.866221568788376,2.2838262806178955
Pistes cyclables,VOIE 50,BOULEVARD AUGUSTE BLANQUI,13.0,Non,13.24877454,48.830661309086395,2.344479189337511
Bandes cyclables,VOIE 50,AVENUE DE NEW YORK,16.0,Non,32.53104381,48.86402744000676,2.29915139167041
Pistes cyclables,VOIE 50,ALLEE DE LA REINE MARGUERITE,16.0,Bois de Boulogne,14.73141896,48.867334448435486,2.2506756906529373
Pistes cyclables,VOIE 50,BOULEVARD AUGUSTE BLANQUI,13.0,Non,62.93199153,48.829643799400834,2.35065571256872
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE DES CINQ DIAMANTS,13.0,Non,300.96130976,48.829139079377384,2.3511516250498774
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DU DEPART,14.0,Non,29.71585866,48.843353094958026,2.3243614015186895
Pistes cyclables,VOIE 50,BOULEVARD AUGUSTE BLANQUI,13.0,Non,12.81680434,48.82998155516741,2.348509912718317
Pistes cyclables,VOIE 50,BOULEVARD AUGUSTE BLANQUI,13.0,Non,10.84005733,48.831703123305566,2.3422684989774067
Pistes cyclables,VOIE 50,BOULEVARD AUGUSTE BLANQUI,13.0,Non,8.52832193,48.83175963099293,2.342061265240286
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU CANGE,14.0,Non,106.08761498,48.834371439944896,2.31495375831483
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE L OUEST,14.0,Non,98.95519345,48.83333130775317,2.314443004049877
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE REMY DUMONCEL,14.0,Non,78.39869932,48.82960125021568,2.3292211455854
Pistes cyclables,VOIE 50,RUE DU FAUBOURG SAINT ANTOINE,14.0,Non,35.01210916,48.83382991183838,2.33641039452336
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DE PORT ROYAL,14.0,Non,29.753455,48.83883369165906,2.339615814541287
Pistes cyclables,VOIE 50,BOULEVARD SAINT JACQUES,14.0,Non,50.93149125,48.83312079957927,2.3371185365704195
Pistes cyclables,ZONE 30,RUE DE LA TOMBE ISSOIRE,14.0,Non,18.9456959,48.83192324917778,2.33520549391188
Bandes cyclables,ZONE 30,RUE DU COMMANDEUR,14.0,Non,7.52833776,48.828437554661825,2.3314025031477454
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DE PORT ROYAL,13.0,Non,226.67993384,48.83725049591938,2.3473403545342557
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE TOLBIAC,13.0,Non,124.78363733,48.826289155060124,2.3430513017295453
